t,x,z,th1,th2,dth1,dth2
4.126,-1.99578,-0.129142,-3.07026,-6.29661,0.0626066,1.37033
4.1261,-1.99577,-0.129291,-3.07026,-6.29647,0.0632264,1.36985
4.1262,-1.99576,-0.12944,-3.07025,-6.29633,0.0638461,1.36938
4.1263,-1.99575,-0.12959,-3.07025,-6.2962,0.0644659,1.3689
4.1264,-1.99575,-0.12974,-3.07024,-6.29606,0.0650857,1.36843
4.1265,-1.99574,-0.129889,-3.07023,-6.29592,0.0657055,1.36795
4.1266,-1.99573,-0.130039,-3.07023,-6.29579,0.0663253,1.36747
4.1267,-1.99572,-0.130189,-3.07022,-6.29565,0.0669451,1.367
4.1268,-1.99571,-0.130339,-3.07021,-6.29551,0.0675649,1.36652
4.1269,-1.9957,-0.130488,-3.07021,-6.29538,0.0681847,1.36605
4.127,-1.99569,-0.130638,-3.0702,-6.29524,0.0688045,1.36557
4.1271,-1.99568,-0.130789,-3.07019,-6.2951,0.0694244,1.36509
4.1272,-1.99567,-0.130939,-3.07018,-6.29497,0.0700442,1.36462
4.1273,-1.99567,-0.131089,-3.07018,-6.29483,0.0706641,1.36414
4.1274,-1.99566,-0.131239,-3.07017,-6.29469,0.0712839,1.36367
4.1275,-1.99565,-0.13139,-3.07016,-6.29456,0.0719038,1.36319
4.1276,-1.99564,-0.13154,-3.07016,-6.29442,0.0725237,1.36271
4.1277,-1.99563,-0.131691,-3.07015,-6.29428,0.0731435,1.36224
4.1278,-1.99562,-0.131841,-3.07014,-6.29415,0.0737634,1.36176
4.1279,-1.99561,-0.131992,-3.07013,-6.29401,0.0743833,1.36129
4.128,-1.9956,-0.132143,-3.07013,-6.29388,0.0750032,1.36081
4.1281,-1.99559,-0.132294,-3.07012,-6.29374,0.0756231,1.36033
4.1282,-1.99558,-0.132444,-3.07011,-6.2936,0.076243,1.35986
4.1283,-1.99557,-0.132595,-3.0701,-6.29347,0.0768629,1.35938
4.1284,-1.99556,-0.132746,-3.0701,-6.29333,0.0774829,1.3589
4.1285,-1.99555,-0.132898,-3.07009,-6.2932,0.0781028,1.35843
4.1286,-1.99555,-0.133049,-3.07008,-6.29306,0.0787228,1.35795
4.1287,-1.99554,-0.1332,-3.07007,-6.29292,0.0793427,1.35748
4.1288,-1.99553,-0.133351,-3.07006,-6.29279,0.0799627,1.357
4.1289,-1.99552,-0.133503,-3.07006,-6.29265,0.0805826,1.35652
4.129,-1.99551,-0.133654,-3.07005,-6.29252,0.0812026,1.35605
4.1291,-1.9955,-0.133806,-3.07004,-6.29238,0.0818226,1.35557
4.1292,-1.99549,-0.133958,-3.07003,-6.29225,0.0824426,1.35509
4.1293,-1.99548,-0.134109,-3.07002,-6.29211,0.0830626,1.35462
4.1294,-1.99547,-0.134261,-3.07002,-6.29198,0.0836826,1.35414
4.1295,-1.99546,-0.134413,-3.07001,-6.29184,0.0843026,1.35367
4.1296,-1.99545,-0.134565,-3.07,-6.29171,0.0849226,1.35319
4.1297,-1.99544,-0.134717,-3.06999,-6.29157,0.0855426,1.35271
4.1298,-1.99543,-0.134869,-3.06998,-6.29143,0.0861626,1.35224
4.1299,-1.99542,-0.135021,-3.06997,-6.2913,0.0867827,1.35176
4.13,-1.99541,-0.135174,-3.06996,-6.29116,0.0874027,1.35128
4.1301,-1.9954,-0.135326,-3.06996,-6.29103,0.0880228,1.35081
4.1302,-1.99539,-0.135478,-3.06995,-6.29089,0.0886428,1.35033
4.1303,-1.99538,-0.135631,-3.06994,-6.29076,0.0892629,1.34985
4.1304,-1.99537,-0.135783,-3.06993,-6.29062,0.0898829,1.34938
4.1305,-1.99536,-0.135936,-3.06992,-6.29049,0.090503,1.3489
4.1306,-1.99535,-0.136089,-3.06991,-6.29035,0.0911231,1.34842
4.1307,-1.99534,-0.136242,-3.0699,-6.29022,0.0917432,1.34795
4.1308,-1.99533,-0.136394,-3.06989,-6.29008,0.0923633,1.34747
4.1309,-1.99532,-0.136547,-3.06988,-6.28995,0.0929834,1.34699
4.131,-1.99531,-0.1367,-3.06987,-6.28982,0.0936035,1.34652
4.1311,-1.9953,-0.136853,-3.06986,-6.28968,0.0942236,1.34604
4.1312,-1.99529,-0.137007,-3.06985,-6.28955,0.0948438,1.34556
4.1313,-1.99528,-0.13716,-3.06985,-6.28941,0.0954639,1.34509
4.1314,-1.99527,-0.137313,-3.06984,-6.28928,0.0960841,1.34461
4.1315,-1.99526,-0.137466,-3.06983,-6.28914,0.0967042,1.34413
4.1316,-1.99525,-0.13762,-3.06982,-6.28901,0.0973244,1.34366
4.1317,-1.99524,-0.137773,-3.06981,-6.28887,0.0979445,1.34318
4.1318,-1.99523,-0.137927,-3.0698,-6.28874,0.0985647,1.3427
4.1319,-1.99522,-0.138081,-3.06979,-6.28861,0.0991849,1.34223
4.132,-1.99521,-0.138234,-3.06978,-6.28847,0.0998051,1.34175
4.1321,-1.9952,-0.138388,-3.06977,-6.28834,0.100425,1.34127
4.1322,-1.99519,-0.138542,-3.06976,-6.2882,0.101045,1.3408
4.1323,-1.99518,-0.138696,-3.06975,-6.28807,0.101666,1.34032
4.1324,-1.99517,-0.13885,-3.06974,-6.28793,0.102286,1.33984
4.1325,-1.99516,-0.139004,-3.06973,-6.2878,0.102906,1.33937
4.1326,-1.99515,-0.139159,-3.06972,-6.28767,0.103526,1.33889
4.1327,-1.99514,-0.139313,-3.06971,-6.28753,0.104147,1.33841
4.1328,-1.99513,-0.139467,-3.0697,-6.2874,0.104767,1.33794
4.1329,-1.99512,-0.139622,-3.06968,-6.28727,0.105387,1.33746
4.133,-1.99511,-0.139776,-3.06967,-6.28713,0.106007,1.33698
4.1331,-1.9951,-0.139931,-3.06966,-6.287,0.106628,1.33651
4.1332,-1.99508,-0.140085,-3.06965,-6.28686,0.107248,1.33603
4.1333,-1.99507,-0.14024,-3.06964,-6.28673,0.107868,1.33555
4.1334,-1.99506,-0.140395,-3.06963,-6.2866,0.108488,1.33508
4.1335,-1.99505,-0.14055,-3.06962,-6.28646,0.109109,1.3346
4.1336,-1.99504,-0.140705,-3.06961,-6.28633,0.109729,1.33412
4.1337,-1.99503,-0.14086,-3.0696,-6.2862,0.110349,1.33364
4.1338,-1.99502,-0.141015,-3.06959,-6.28606,0.11097,1.33317
4.1339,-1.99501,-0.14117,-3.06958,-6.28593,0.11159,1.33269
4.134,-1.995,-0.141325,-3.06957,-6.2858,0.11221,1.33221
4.1341,-1.99499,-0.141481,-3.06955,-6.28566,0.112831,1.33174
4.1342,-1.99498,-0.141636,-3.06954,-6.28553,0.113451,1.33126
4.1343,-1.99497,-0.141791,-3.06953,-6.2854,0.114071,1.33078
4.1344,-1.99496,-0.141947,-3.06952,-6.28526,0.114692,1.33031
4.1345,-1.99494,-0.142103,-3.06951,-6.28513,0.115312,1.32983
4.1346,-1.99493,-0.142258,-3.0695,-6.285,0.115932,1.32935
4.1347,-1.99492,-0.142414,-3.06949,-6.28487,0.116553,1.32887
4.1348,-1.99491,-0.14257,-3.06947,-6.28473,0.117173,1.3284
4.1349,-1.9949,-0.142726,-3.06946,-6.2846,0.117794,1.32792
4.135,-1.99489,-0.142882,-3.06945,-6.28447,0.118414,1.32744
4.1351,-1.99488,-0.143038,-3.06944,-6.28433,0.119034,1.32697
4.1352,-1.99487,-0.143194,-3.06943,-6.2842,0.119655,1.32649
4.1353,-1.99486,-0.14335,-3.06941,-6.28407,0.120275,1.32601
4.1354,-1.99484,-0.143507,-3.0694,-6.28394,0.120896,1.32553
4.1355,-1.99483,-0.143663,-3.06939,-6.2838,0.121516,1.32506
4.1356,-1.99482,-0.143819,-3.06938,-6.28367,0.122137,1.32458
4.1357,-1.99481,-0.143976,-3.06937,-6.28354,0.122757,1.3241
4.1358,-1.9948,-0.144133,-3.06935,-6.28341,0.123377,1.32363
4.1359,-1.99479,-0.144289,-3.06934,-6.28327,0.123998,1.32315
4.136,-1.99478,-0.144446,-3.06933,-6.28314,0.124618,1.32267
4.1361,-1.99477,-0.144603,-3.06932,-6.28301,0.125239,1.32219
4.1362,-1.99475,-0.14476,-3.0693,-6.28288,0.125859,1.32172
4.1363,-1.99474,-0.144917,-3.06929,-6.28275,0.12648,1.32124
4.1364,-1.99473,-0.145074,-3.06928,-6.28261,0.1271,1.32076
4.1365,-1.99472,-0.145231,-3.06927,-6.28248,0.127721,1.32028
4.1366,-1.99471,-0.145388,-3.06925,-6.28235,0.128341,1.31981
4.1367,-1.9947,-0.145545,-3.06924,-6.28222,0.128962,1.31933
4.1368,-1.99469,-0.145703,-3.06923,-6.28209,0.129582,1.31885
4.1369,-1.99467,-0.14586,-3.06921,-6.28195,0.130203,1.31837
4.137,-1.99466,-0.146017,-3.0692,-6.28182,0.130824,1.3179
4.1371,-1.99465,-0.146175,-3.06919,-6.28169,0.131444,1.31742
4.1372,-1.99464,-0.146333,-3.06917,-6.28156,0.132065,1.31694
4.1373,-1.99463,-0.14649,-3.06916,-6.28143,0.132685,1.31646
4.1374,-1.99462,-0.146648,-3.06915,-6.2813,0.133306,1.31599
4.1375,-1.9946,-0.146806,-3.06913,-6.28116,0.133926,1.31551
4.1376,-1.99459,-0.146964,-3.06912,-6.28103,0.134547,1.31503
4.1377,-1.99458,-0.147122,-3.06911,-6.2809,0.135168,1.31455
4.1378,-1.99457,-0.14728,-3.06909,-6.28077,0.135788,1.31408
4.1379,-1.99456,-0.147438,-3.06908,-6.28064,0.136409,1.3136
4.138,-1.99454,-0.147596,-3.06907,-6.28051,0.137029,1.31312
4.1381,-1.99453,-0.147755,-3.06905,-6.28038,0.13765,1.31264
4.1382,-1.99452,-0.147913,-3.06904,-6.28024,0.138271,1.31217
4.1383,-1.99451,-0.148072,-3.06903,-6.28011,0.138891,1.31169
4.1384,-1.9945,-0.14823,-3.06901,-6.27998,0.139512,1.31121
4.1385,-1.99448,-0.148389,-3.069,-6.27985,0.140133,1.31073
4.1386,-1.99447,-0.148547,-3.06898,-6.27972,0.140753,1.31026
4.1387,-1.99446,-0.148706,-3.06897,-6.27959,0.141374,1.30978
4.1388,-1.99445,-0.148865,-3.06895,-6.27946,0.141995,1.3093
4.1389,-1.99444,-0.149024,-3.06894,-6.27933,0.142615,1.30882
4.139,-1.99442,-0.149183,-3.06893,-6.2792,0.143236,1.30835
4.1391,-1.99441,-0.149342,-3.06891,-6.27906,0.143857,1.30787
4.1392,-1.9944,-0.149501,-3.0689,-6.27893,0.144477,1.30739
4.1393,-1.99439,-0.14966,-3.06888,-6.2788,0.145098,1.30691
4.1394,-1.99438,-0.14982,-3.06887,-6.27867,0.145719,1.30643
4.1395,-1.99436,-0.149979,-3.06885,-6.27854,0.146339,1.30596
4.1396,-1.99435,-0.150138,-3.06884,-6.27841,0.14696,1.30548
4.1397,-1.99434,-0.150298,-3.06882,-6.27828,0.147581,1.305
4.1398,-1.99433,-0.150457,-3.06881,-6.27815,0.148202,1.30452
4.1399,-1.99431,-0.150617,-3.0688,-6.27802,0.148822,1.30405
4.14,-1.9943,-0.150777,-3.06878,-6.27789,0.149443,1.30357
4.1401,-1.99429,-0.150937,-3.06877,-6.27776,0.150064,1.30309
4.1402,-1.99428,-0.151096,-3.06875,-6.27763,0.150685,1.30261
4.1403,-1.99426,-0.151256,-3.06874,-6.2775,0.151305,1.30213
4.1404,-1.99425,-0.151416,-3.06872,-6.27737,0.151926,1.30166
4.1405,-1.99424,-0.151577,-3.0687,-6.27724,0.152547,1.30118
4.1406,-1.99423,-0.151737,-3.06869,-6.27711,0.153168,1.3007
4.1407,-1.99421,-0.151897,-3.06867,-6.27698,0.153789,1.30022
4.1408,-1.9942,-0.152057,-3.06866,-6.27685,0.154409,1.29974
4.1409,-1.99419,-0.152218,-3.06864,-6.27672,0.15503,1.29927
4.141,-1.99418,-0.152378,-3.06863,-6.27659,0.155651,1.29879
4.1411,-1.99416,-0.152539,-3.06861,-6.27646,0.156272,1.29831
4.1412,-1.99415,-0.152699,-3.0686,-6.27633,0.156893,1.29783
4.1413,-1.99414,-0.15286,-3.06858,-6.2762,0.157514,1.29735
4.1414,-1.99412,-0.153021,-3.06856,-6.27607,0.158135,1.29688
4.1415,-1.99411,-0.153182,-3.06855,-6.27594,0.158755,1.2964
4.1416,-1.9941,-0.153343,-3.06853,-6.27581,0.159376,1.29592
4.1417,-1.99409,-0.153504,-3.06852,-6.27568,0.159997,1.29544
4.1418,-1.99407,-0.153665,-3.0685,-6.27555,0.160618,1.29496
4.1419,-1.99406,-0.153826,-3.06848,-6.27542,0.161239,1.29449
4.142,-1.99405,-0.153987,-3.06847,-6.27529,0.16186,1.29401
4.1421,-1.99403,-0.154148,-3.06845,-6.27516,0.162481,1.29353
4.1422,-1.99402,-0.15431,-3.06844,-6.27503,0.163102,1.29305
4.1423,-1.99401,-0.154471,-3.06842,-6.2749,0.163723,1.29257
4.1424,-1.994,-0.154633,-3.0684,-6.27478,0.164343,1.29209
4.1425,-1.99398,-0.154794,-3.06839,-6.27465,0.164964,1.29162
4.1426,-1.99397,-0.154956,-3.06837,-6.27452,0.165585,1.29114
4.1427,-1.99396,-0.155118,-3.06835,-6.27439,0.166206,1.29066
4.1428,-1.99394,-0.155279,-3.06834,-6.27426,0.166827,1.29018
4.1429,-1.99393,-0.155441,-3.06832,-6.27413,0.167448,1.2897
4.143,-1.99392,-0.155603,-3.0683,-6.274,0.168069,1.28923
4.1431,-1.9939,-0.155765,-3.06829,-6.27387,0.16869,1.28875
4.1432,-1.99389,-0.155927,-3.06827,-6.27374,0.169311,1.28827
4.1433,-1.99388,-0.15609,-3.06825,-6.27361,0.169932,1.28779
4.1434,-1.99386,-0.156252,-3.06824,-6.27349,0.170553,1.28731
4.1435,-1.99385,-0.156414,-3.06822,-6.27336,0.171174,1.28683
4.1436,-1.99384,-0.156577,-3.0682,-6.27323,0.171795,1.28636
4.1437,-1.99382,-0.156739,-3.06818,-6.2731,0.172416,1.28588
4.1438,-1.99381,-0.156902,-3.06817,-6.27297,0.173037,1.2854
4.1439,-1.9938,-0.157064,-3.06815,-6.27284,0.173658,1.28492
4.144,-1.99378,-0.157227,-3.06813,-6.27271,0.174279,1.28444
4.1441,-1.99377,-0.15739,-3.06812,-6.27259,0.1749,1.28396
4.1442,-1.99376,-0.157553,-3.0681,-6.27246,0.175521,1.28348
4.1443,-1.99374,-0.157715,-3.06808,-6.27233,0.176142,1.28301
4.1444,-1.99373,-0.157878,-3.06806,-6.2722,0.176763,1.28253
4.1445,-1.99371,-0.158042,-3.06804,-6.27207,0.177385,1.28205
4.1446,-1.9937,-0.158205,-3.06803,-6.27194,0.178006,1.28157
4.1447,-1.99369,-0.158368,-3.06801,-6.27182,0.178627,1.28109
4.1448,-1.99367,-0.158531,-3.06799,-6.27169,0.179248,1.28061
4.1449,-1.99366,-0.158695,-3.06797,-6.27156,0.179869,1.28014
4.145,-1.99365,-0.158858,-3.06796,-6.27143,0.18049,1.27966
4.1451,-1.99363,-0.159022,-3.06794,-6.2713,0.181111,1.27918
4.1452,-1.99362,-0.159185,-3.06792,-6.27118,0.181732,1.2787
4.1453,-1.9936,-0.159349,-3.0679,-6.27105,0.182353,1.27822
4.1454,-1.99359,-0.159513,-3.06788,-6.27092,0.182975,1.27774
4.1455,-1.99358,-0.159676,-3.06786,-6.27079,0.183596,1.27726
4.1456,-1.99356,-0.15984,-3.06785,-6.27066,0.184217,1.27678
4.1457,-1.99355,-0.160004,-3.06783,-6.27054,0.184838,1.27631
4.1458,-1.99354,-0.160168,-3.06781,-6.27041,0.185459,1.27583
4.1459,-1.99352,-0.160332,-3.06779,-6.27028,0.18608,1.27535
4.146,-1.99351,-0.160497,-3.06777,-6.27015,0.186702,1.27487
4.1461,-1.99349,-0.160661,-3.06775,-6.27003,0.187323,1.27439
4.1462,-1.99348,-0.160825,-3.06773,-6.2699,0.187944,1.27391
4.1463,-1.99346,-0.16099,-3.06772,-6.26977,0.188565,1.27343
4.1464,-1.99345,-0.161154,-3.0677,-6.26964,0.189186,1.27295
4.1465,-1.99344,-0.161319,-3.06768,-6.26952,0.189808,1.27248
4.1466,-1.99342,-0.161483,-3.06766,-6.26939,0.190429,1.272
4.1467,-1.99341,-0.161648,-3.06764,-6.26926,0.19105,1.27152
4.1468,-1.99339,-0.161813,-3.06762,-6.26914,0.191671,1.27104
4.1469,-1.99338,-0.161978,-3.0676,-6.26901,0.192292,1.27056
4.147,-1.99337,-0.162142,-3.06758,-6.26888,0.192914,1.27008
4.1471,-1.99335,-0.162308,-3.06756,-6.26876,0.193535,1.2696
4.1472,-1.99334,-0.162473,-3.06754,-6.26863,0.194156,1.26912
4.1473,-1.99332,-0.162638,-3.06752,-6.2685,0.194778,1.26865
4.1474,-1.99331,-0.162803,-3.0675,-6.26837,0.195399,1.26817
4.1475,-1.99329,-0.162968,-3.06748,-6.26825,0.19602,1.26769
4.1476,-1.99328,-0.163134,-3.06747,-6.26812,0.196641,1.26721
4.1477,-1.99326,-0.163299,-3.06745,-6.26799,0.197263,1.26673
4.1478,-1.99325,-0.163465,-3.06743,-6.26787,0.197884,1.26625
4.1479,-1.99324,-0.16363,-3.06741,-6.26774,0.198505,1.26577
4.148,-1.99322,-0.163796,-3.06739,-6.26761,0.199127,1.26529
4.1481,-1.99321,-0.163962,-3.06737,-6.26749,0.199748,1.26481
4.1482,-1.99319,-0.164127,-3.06735,-6.26736,0.200369,1.26433
4.1483,-1.99318,-0.164293,-3.06733,-6.26723,0.200991,1.26386
4.1484,-1.99316,-0.164459,-3.06731,-6.26711,0.201612,1.26338
4.1485,-1.99315,-0.164625,-3.06729,-6.26698,0.202233,1.2629
4.1486,-1.99313,-0.164791,-3.06727,-6.26686,0.202855,1.26242
4.1487,-1.99312,-0.164958,-3.06724,-6.26673,0.203476,1.26194
4.1488,-1.9931,-0.165124,-3.06722,-6.2666,0.204097,1.26146
4.1489,-1.99309,-0.16529,-3.0672,-6.26648,0.204719,1.26098
4.149,-1.99307,-0.165457,-3.06718,-6.26635,0.20534,1.2605
4.1491,-1.99306,-0.165623,-3.06716,-6.26623,0.205962,1.26002
4.1492,-1.99304,-0.16579,-3.06714,-6.2661,0.206583,1.25954
4.1493,-1.99303,-0.165956,-3.06712,-6.26597,0.207204,1.25906
4.1494,-1.99301,-0.166123,-3.0671,-6.26585,0.207826,1.25858
4.1495,-1.993,-0.16629,-3.06708,-6.26572,0.208447,1.25811
4.1496,-1.99298,-0.166457,-3.06706,-6.2656,0.209069,1.25763
4.1497,-1.99297,-0.166624,-3.06704,-6.26547,0.20969,1.25715
4.1498,-1.99295,-0.166791,-3.06702,-6.26534,0.210312,1.25667
4.1499,-1.99294,-0.166958,-3.067,-6.26522,0.210933,1.25619
4.15,-1.99292,-0.167125,-3.06698,-6.26509,0.211555,1.25571
4.1501,-1.99291,-0.167292,-3.06695,-6.26497,0.212176,1.25523
4.1502,-1.99289,-0.167459,-3.06693,-6.26484,0.212797,1.25475
4.1503,-1.99288,-0.167627,-3.06691,-6.26472,0.213419,1.25427
4.1504,-1.99286,-0.167794,-3.06689,-6.26459,0.21404,1.25379
4.1505,-1.99285,-0.167962,-3.06687,-6.26447,0.214662,1.25331
4.1506,-1.99283,-0.168129,-3.06685,-6.26434,0.215283,1.25283
4.1507,-1.99282,-0.168297,-3.06683,-6.26422,0.215905,1.25235
4.1508,-1.9928,-0.168465,-3.0668,-6.26409,0.216526,1.25187
4.1509,-1.99279,-0.168633,-3.06678,-6.26397,0.217148,1.25139
4.151,-1.99277,-0.168801,-3.06676,-6.26384,0.21777,1.25091
4.1511,-1.99275,-0.168969,-3.06674,-6.26371,0.218391,1.25044
4.1512,-1.99274,-0.169137,-3.06672,-6.26359,0.219013,1.24996
4.1513,-1.99272,-0.169305,-3.06669,-6.26346,0.219634,1.24948
4.1514,-1.99271,-0.169473,-3.06667,-6.26334,0.220256,1.249
4.1515,-1.99269,-0.169641,-3.06665,-6.26322,0.220877,1.24852
4.1516,-1.99268,-0.169809,-3.06663,-6.26309,0.221499,1.24804
4.1517,-1.99266,-0.169978,-3.06661,-6.26297,0.22212,1.24756
4.1518,-1.99265,-0.170146,-3.06658,-6.26284,0.222742,1.24708
4.1519,-1.99263,-0.170315,-3.06656,-6.26272,0.223364,1.2466
4.152,-1.99261,-0.170484,-3.06654,-6.26259,0.223985,1.24612
4.1521,-1.9926,-0.170652,-3.06652,-6.26247,0.224607,1.24564
4.1522,-1.99258,-0.170821,-3.06649,-6.26234,0.225228,1.24516
4.1523,-1.99257,-0.17099,-3.06647,-6.26222,0.22585,1.24468
4.1524,-1.99255,-0.171159,-3.06645,-6.26209,0.226472,1.2442
4.1525,-1.99254,-0.171328,-3.06643,-6.26197,0.227093,1.24372
4.1526,-1.99252,-0.171497,-3.0664,-6.26184,0.227715,1.24324
4.1527,-1.9925,-0.171666,-3.06638,-6.26172,0.228337,1.24276
4.1528,-1.99249,-0.171835,-3.06636,-6.2616,0.228958,1.24228
4.1529,-1.99247,-0.172005,-3.06634,-6.26147,0.22958,1.2418
4.153,-1.99246,-0.172174,-3.06631,-6.26135,0.230202,1.24132
4.1531,-1.99244,-0.172343,-3.06629,-6.26122,0.230823,1.24084
4.1532,-1.99242,-0.172513,-3.06627,-6.2611,0.231445,1.24036
4.1533,-1.99241,-0.172683,-3.06624,-6.26098,0.232067,1.23988
4.1534,-1.99239,-0.172852,-3.06622,-6.26085,0.232688,1.2394
4.1535,-1.99238,-0.173022,-3.0662,-6.26073,0.23331,1.23892
4.1536,-1.99236,-0.173192,-3.06617,-6.2606,0.233932,1.23844
4.1537,-1.99234,-0.173362,-3.06615,-6.26048,0.234554,1.23796
4.1538,-1.99233,-0.173532,-3.06613,-6.26036,0.235175,1.23748
4.1539,-1.99231,-0.173702,-3.0661,-6.26023,0.235797,1.237
4.154,-1.99229,-0.173872,-3.06608,-6.26011,0.236419,1.23652
4.1541,-1.99228,-0.174042,-3.06606,-6.25999,0.23704,1.23604
4.1542,-1.99226,-0.174212,-3.06603,-6.25986,0.237662,1.23556
4.1543,-1.99225,-0.174383,-3.06601,-6.25974,0.238284,1.23508
4.1544,-1.99223,-0.174553,-3.06598,-6.25961,0.238906,1.2346
4.1545,-1.99221,-0.174724,-3.06596,-6.25949,0.239528,1.23412
4.1546,-1.9922,-0.174894,-3.06594,-6.25937,0.240149,1.23364
4.1547,-1.99218,-0.175065,-3.06591,-6.25924,0.240771,1.23316
4.1548,-1.99216,-0.175235,-3.06589,-6.25912,0.241393,1.23268
4.1549,-1.99215,-0.175406,-3.06586,-6.259,0.242015,1.2322
4.155,-1.99213,-0.175577,-3.06584,-6.25887,0.242636,1.23172
4.1551,-1.99211,-0.175748,-3.06582,-6.25875,0.243258,1.23124
4.1552,-1.9921,-0.175919,-3.06579,-6.25863,0.24388,1.23076
4.1553,-1.99208,-0.17609,-3.06577,-6.25851,0.244502,1.23028
4.1554,-1.99206,-0.176261,-3.06574,-6.25838,0.245124,1.2298
4.1555,-1.99205,-0.176432,-3.06572,-6.25826,0.245746,1.22932
4.1556,-1.99203,-0.176604,-3.06569,-6.25814,0.246367,1.22884
4.1557,-1.99201,-0.176775,-3.06567,-6.25801,0.246989,1.22836
4.1558,-1.992,-0.176947,-3.06564,-6.25789,0.247611,1.22788
4.1559,-1.99198,-0.177118,-3.06562,-6.25777,0.248233,1.2274
4.156,-1.99196,-0.17729,-3.06559,-6.25765,0.248855,1.22692
4.1561,-1.99195,-0.177461,-3.06557,-6.25752,0.249477,1.22644
4.1562,-1.99193,-0.177633,-3.06554,-6.2574,0.250099,1.22596
4.1563,-1.99191,-0.177805,-3.06552,-6.25728,0.250721,1.22548
4.1564,-1.9919,-0.177977,-3.06549,-6.25716,0.251343,1.225
4.1565,-1.99188,-0.178149,-3.06547,-6.25703,0.251964,1.22452
4.1566,-1.99186,-0.178321,-3.06544,-6.25691,0.252586,1.22404
4.1567,-1.99184,-0.178493,-3.06542,-6.25679,0.253208,1.22356
4.1568,-1.99183,-0.178665,-3.06539,-6.25667,0.25383,1.22308
4.1569,-1.99181,-0.178837,-3.06537,-6.25654,0.254452,1.2226
4.157,-1.99179,-0.17901,-3.06534,-6.25642,0.255074,1.22212
4.1571,-1.99178,-0.179182,-3.06532,-6.2563,0.255696,1.22164
4.1572,-1.99176,-0.179355,-3.06529,-6.25618,0.256318,1.22116
4.1573,-1.99174,-0.179527,-3.06527,-6.25605,0.25694,1.22068
4.1574,-1.99172,-0.1797,-3.06524,-6.25593,0.257562,1.2202
4.1575,-1.99171,-0.179872,-3.06521,-6.25581,0.258184,1.21972
4.1576,-1.99169,-0.180045,-3.06519,-6.25569,0.258806,1.21924
4.1577,-1.99167,-0.180218,-3.06516,-6.25557,0.259428,1.21876
4.1578,-1.99165,-0.180391,-3.06514,-6.25544,0.26005,1.21828
4.1579,-1.99164,-0.180564,-3.06511,-6.25532,0.260672,1.21779
4.158,-1.99162,-0.180737,-3.06508,-6.2552,0.261294,1.21731
4.1581,-1.9916,-0.18091,-3.06506,-6.25508,0.261916,1.21683
4.1582,-1.99159,-0.181083,-3.06503,-6.25496,0.262538,1.21635
4.1583,-1.99157,-0.181257,-3.06501,-6.25484,0.26316,1.21587
4.1584,-1.99155,-0.18143,-3.06498,-6.25471,0.263782,1.21539
4.1585,-1.99153,-0.181604,-3.06495,-6.25459,0.264404,1.21491
4.1586,-1.99152,-0.181777,-3.06493,-6.25447,0.265026,1.21443
4.1587,-1.9915,-0.181951,-3.0649,-6.25435,0.265648,1.21395
4.1588,-1.99148,-0.182124,-3.06487,-6.25423,0.26627,1.21347
4.1589,-1.99146,-0.182298,-3.06485,-6.25411,0.266892,1.21299
4.159,-1.99144,-0.182472,-3.06482,-6.25399,0.267515,1.21251
4.1591,-1.99143,-0.182646,-3.06479,-6.25387,0.268137,1.21203
4.1592,-1.99141,-0.18282,-3.06477,-6.25374,0.268759,1.21155
4.1593,-1.99139,-0.182994,-3.06474,-6.25362,0.269381,1.21107
4.1594,-1.99137,-0.183168,-3.06471,-6.2535,0.270003,1.21058
4.1595,-1.99136,-0.183342,-3.06468,-6.25338,0.270625,1.2101
4.1596,-1.99134,-0.183516,-3.06466,-6.25326,0.271247,1.20962
4.1597,-1.99132,-0.183691,-3.06463,-6.25314,0.271869,1.20914
4.1598,-1.9913,-0.183865,-3.0646,-6.25302,0.272491,1.20866
4.1599,-1.99128,-0.184039,-3.06458,-6.2529,0.273114,1.20818
4.16,-1.99127,-0.184214,-3.06455,-6.25278,0.273736,1.2077
4.1601,-1.99125,-0.184389,-3.06452,-6.25266,0.274358,1.20722
4.1602,-1.99123,-0.184563,-3.06449,-6.25253,0.27498,1.20674
4.1603,-1.99121,-0.184738,-3.06447,-6.25241,0.275602,1.20626
4.1604,-1.99119,-0.184913,-3.06444,-6.25229,0.276224,1.20578
4.1605,-1.99118,-0.185088,-3.06441,-6.25217,0.276847,1.2053
4.1606,-1.99116,-0.185263,-3.06438,-6.25205,0.277469,1.20481
4.1607,-1.99114,-0.185438,-3.06436,-6.25193,0.278091,1.20433
4.1608,-1.99112,-0.185613,-3.06433,-6.25181,0.278713,1.20385
4.1609,-1.9911,-0.185788,-3.0643,-6.25169,0.279335,1.20337
4.161,-1.99108,-0.185963,-3.06427,-6.25157,0.279958,1.20289
4.1611,-1.99107,-0.186139,-3.06424,-6.25145,0.28058,1.20241
4.1612,-1.99105,-0.186314,-3.06422,-6.25133,0.281202,1.20193
4.1613,-1.99103,-0.18649,-3.06419,-6.25121,0.281824,1.20145
4.1614,-1.99101,-0.186665,-3.06416,-6.25109,0.282447,1.20097
4.1615,-1.99099,-0.186841,-3.06413,-6.25097,0.283069,1.20049
4.1616,-1.99097,-0.187017,-3.0641,-6.25085,0.283691,1.2
4.1617,-1.99096,-0.187193,-3.06407,-6.25073,0.284313,1.19952
